Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.1004534438252449,0.10089017369088088,0.1004534438252449,0.1004534438252449,469033600,0.0,0.0
1980-12-15,0.09564946514251238,0.09564946514251238,0.09521273523569107,0.09521273523569107,175884800,0.0,0.0
1980-12-16,0.08866106065234197,0.08866106065234197,0.08822433650493622,0.08822433650493622,105728000,0.0,0.0
1980-12-17,0.09040794521570206,0.0908446750799829,0.09040794521570206,0.09040794521570206,86441600,0.0,0.0
1980-12-18,0.09302908182144165,0.09346580579661565,0.09302908182144165,0.09302908182144165,73449600,0.0,0.0
1980-12-19,0.09870654344558716,0.09914327334405434,0.09870654344558716,0.09870654344558716,48630400,0.0,0.0
1980-12-22,0.10351057350635529,0.10394808490351318,0.10351057350635529,0.10351057350635529,37363200,0.0,0.0
1980-12-23,0.10787859559059143,0.10831532549389696,0.10787859559059143,0.10787859559059143,46950400,0.0,0.0
1980-12-24,0.11355603486299515,0.11399276471060095,0.11355603486299515,0.11355603486299515,48003200,0.0,0.0
1980-12-26,0.12403828650712966,0.12447501643882311,0.12403828650712966,0.12403828650712967,55574400,0.0,0.0
1980-12-29,0.12578518688678741,0.12622191679180003,0.12578518688678741,0.12578518688678741,93161600,0.0,0.0
1980-12-30,0.12316483510941821,0.12316483510941821,0.12272811681032182,0.12272811681032181,68880000,0.0,0.0
1980-12-31,0.1196710385920207,0.1196710385920207,0.11923430860042572,0.11923430860042572,35750400,0.0,0.0
1981-01-02,0.1205444782972336,0.12141793821799703,0.1205444782972336,0.12054447829723358,21660800,0.0,0.0
1981-01-05,0.11836084978632959,0.11836084978632959,0.11792413145303726,0.11792413145303726,35728000,0.0,0.0
1981-01-06,0.11311936317408444,0.11311936317408444,0.11268263310194016,0.11268263310194016,45158400,0.0,0.0
1981-01-07,0.10831532549389696,0.10831532549389696,0.10787859559059143,0.10787859559059143,55686400,0.0,0.0
1981-01-08,0.10613167526728273,0.10613167526728273,0.1056949570775032,0.1056949570775032,39827200,0.0,0.0
1981-01-09,0.11137243360280989,0.11180916359282034,0.11137243360280989,0.1113724336028099,21504000,0.0,0.0
1981-01-12,0.11137244297979644,0.11137244297979644,0.11049899458885193,0.11049899458885193,23699200,0.0,0.0
1981-01-13,0.10700514086908249,0.10700514086908249,0.10656841099262238,0.10656841099262238,23049600,0.0,0.0
1981-01-14,0.10700517892837524,0.10744190896017024,0.10700517892837524,0.10700517892837524,14291200,0.0,0.0
1981-01-15,0.10918880254030228,0.11006225082220794,0.10918880254030228,0.10918880254030228,14067200,0.0,0.0
1981-01-16,0.10875206366051149,0.10875206366051149,0.10831533372402193,0.10831533372402191,13395200,0.0,0.0
1981-01-19,0.11486624926328659,0.11530297924974446,0.11486624926328659,0.11486624926328659,41574400,0.0,0.0
1981-01-20,0.11180916359282034,0.11180916359282034,0.11137243360280989,0.1113724336028099,30083200,0.0,0.0
1981-01-21,0.11355603486299515,0.11442948289559432,0.11355603486299515,0.11355603486299515,15904000,0.0,0.0
1981-01-22,0.11486624926328659,0.11573970923620233,0.11486624926328659,0.11486624926328659,35548800,0.0,0.0
1981-01-23,0.11486622612718764,0.11530295602568034,0.11442949622869492,0.11442949622869492,11222400,0.0,0.0
1981-01-26,0.11311936317408444,0.11311936317408444,0.11268263310194016,0.11268263310194016,24640000,0.0,0.0
1981-01-27,0.11268256755577162,0.11268256755577162,0.11180911958217621,0.11180911958217621,23699200,0.0,0.0
1981-01-28,0.10875206366051149,0.10875206366051149,0.10831533372402193,0.10831533372402191,28156800,0.0,0.0
1981-01-29,0.10482150983442748,0.10482150983442748,0.10438477993011475,0.10438477993011475,43904000,0.0,0.0
1981-01-30,0.09958000324252152,0.09958000324252152,0.09870654344558716,0.09870654344558716,46188800,0.0,0.0
1981-02-02,0.09346580579661565,0.09346580579661565,0.09302908182144165,0.09302908182144165,23766400,0.0,0.0
1981-02-03,0.09652294218540192,0.09695966636525516,0.09652294218540192,0.09652294218540192,19152000,0.0,0.0
1981-02-04,0.10001673549413681,0.10045345374026511,0.10001673549413681,0.10001673549413681,27865600,0.0,0.0
1981-02-05,0.10001673549413681,0.10089018364900748,0.10001673549413681,0.10001673549413681,7929600,0.0,0.0
1981-02-06,0.1004534438252449,0.10089017369088088,0.1004534438252449,0.1004534438252449,13865600,0.0,0.0
1981-02-09,0.09608618921802668,0.09608618921802668,0.09521273523569107,0.09521273523569107,16755200,0.0,0.0
1981-02-10,0.09521273523569107,0.09564946514251238,0.09521273523569107,0.09521273523569107,18345600,0.0,0.0
1981-02-11,0.09259238931030785,0.09259238931030785,0.09215566515922545,0.09215566515922546,13843200,0.0,0.0
1981-02-12,0.09171891787654142,0.09171891787654142,0.09128140658140182,0.09128140658140182,14560000,0.0,0.0
1981-02-13,0.08997122197324328,0.08997122197324328,0.0890977680683136,0.0890977680683136,11155200,0.0,0.0
1981-02-17,0.09128140658140182,0.09171891787654142,0.09128140658140182,0.09128140658140182,12275200,0.0,0.0
1981-02-18,0.09521273523569107,0.09608618921802668,0.09521273523569107,0.09521273523569107,19241600,0.0,0.0
1981-02-19,0.08997120619093076,0.08997120619093076,0.08953447639942169,0.08953447639942169,22310400,0.0,0.0
1981-02-20,0.0851672208715898,0.0851672208715898,0.08473049104213715,0.08473049104213715,24371200,0.0,0.0
1981-02-23,0.0860406905412674,0.08647742048073098,0.0860406905412674,0.0860406905412674,14112000,0.0,0.0
1981-02-24,0.08385705209566091,0.08385705209566091,0.08298359811306,0.08298359811306,16979200,0.0,0.0
1981-02-25,0.08822433650493622,0.08866106065234197,0.08822433650493622,0.08822433650493622,19488000,0.0,0.0
1981-02-26,0.08953447639942169,0.08997120619093076,0.08953447639942169,0.08953447639942169,10841600,0.0,0.0
1981-02-27,0.09259237349033356,0.0934658274745714,0.09259237349033356,0.09259237349033356,14761600,0.0,0.0
1981-03-02,0.09302908182144165,0.09346580579661565,0.09302908182144165,0.09302908182144165,11760000,0.0,0.0
1981-03-03,0.09215561205302907,0.09215561205302907,0.09171888232231139,0.0917188823223114,16172800,0.0,0.0
1981-03-04,0.0912814448538513,0.0912814448538513,0.09084472060203552,0.09084472060203552,13708800,0.0,0.0
1981-03-05,0.0908446750799829,0.0908446750799829,0.09040794521570206,0.09040794521570206,5376000,0.0,0.0
1981-03-06,0.09040793015113435,0.09040793015113435,0.08953447639942169,0.08953447639942169,11603200,0.0,0.0
1981-03-09,0.08298359147090088,0.08298359147090088,0.08254686743021011,0.08254686743021011,15321600,0.0,0.0
1981-03-10,0.07905227779090519,0.07905227779090519,0.07861555367708206,0.07861555367708206,28380800,0.0,0.0
1981-03-11,0.07643188515745206,0.07643188515745206,0.07555843144655228,0.07555843144655228,29859200,0.0,0.0
1981-03-12,0.07861555367708206,0.07905227779090519,0.07861555367708206,0.07861555367708206,59248000,0.0,0.0
1981-03-13,0.07817881638415904,0.07817881638415904,0.0777420923113823,0.0777420923113823,231302400,0.0,0.0
1981-03-16,0.08079997450113297,0.0816734285748512,0.08079997450113297,0.08079997450113297,37228800,0.0,0.0
1981-03-17,0.08473049104213715,0.08560394486973648,0.08473049104213715,0.08473049104213715,43747200,0.0,0.0
1981-03-18,0.08997120708227158,0.09084466084263751,0.08997120708227158,0.08997120708227158,36937600,0.0,0.0
1981-03-19,0.0895344921051252,0.0895344921051252,0.0890977680683136,0.0890977680683136,37811200,0.0,0.0
1981-03-20,0.08997120708227158,0.09084466084263751,0.08997120708227158,0.08997120708227158,14604800,0.0,0.0
1981-03-23,0.09346584975719452,0.09433930394966725,0.09346584975719452,0.09346584975719452,22019200,0.0,0.0
1981-03-24,0.09346580579661565,0.09346580579661565,0.09302908182144165,0.09302908182144165,28156800,0.0,0.0
1981-03-25,0.09215564777655454,0.09215564777655454,0.09128140658140182,0.09128140658140182,7056000,0.0,0.0
1981-03-26,0.08997120619093076,0.08997120619093076,0.08953447639942169,0.08953447639942169,12275200,0.0,0.0
1981-03-27,0.08691413784782047,0.08691413784782047,0.08647741377353668,0.08647741377353668,12252800,0.0,0.0
1981-03-30,0.08647741377353668,0.08735086775341123,0.08647741377353668,0.08647741377353668,9900800,0.0,0.0
1981-03-31,0.08647741383895279,0.08647741383895279,0.0856039598584175,0.08560395985841751,15993600,0.0,0.0
1981-04-01,0.0851672208715898,0.0851672208715898,0.08473049104213715,0.08473049104213715,34070400,0.0,0.0
1981-04-02,0.09215566515922545,0.09259238931030785,0.09215566515922545,0.09215566515922546,31404800,0.0,0.0
1981-04-03,0.09259237349033356,0.093029103398106,0.09259237349033356,0.09259237349033356,16486400,0.0,0.0
1981-04-06,0.0912814448538513,0.0912814448538513,0.09084472060203552,0.09084472060203552,22803200,0.0,0.0
1981-04-07,0.09040793104680178,0.09040793104680178,0.08997120708227158,0.08997120708227158,10684800,0.0,0.0
1981-04-08,0.09433930367231369,0.0952127578622185,0.09433930367231369,0.09433930367231369,21952000,0.0,0.0
1981-04-09,0.09608619660139084,0.09652292654177094,0.09608619660139084,0.09608619660139084,12499200,0.0,0.0
1981-04-10,0.0973963588476181,0.09783308285919269,0.0973963588476181,0.0973963588476181,33465600,0.0,0.0
1981-04-13,0.0973963588476181,0.09783308285919269,0.0973963588476181,0.0973963588476181,16060800,0.0,0.0
1981-04-14,0.0973963588476181,0.09783308285919269,0.0973963588476181,0.0973963588476181,6652800,0.0,0.0
1981-04-15,0.093029103398106,0.093029103398106,0.09259237349033356,0.09259237349033356,34048000,0.0,0.0
1981-04-16,0.08778758427478496,0.08778758427478496,0.08735086023807526,0.08735086023807526,23878400,0.0,0.0
1981-04-20,0.08997120708227158,0.09040793104680178,0.08997120708227158,0.08997120708227158,35347200,0.0,0.0
1981-04-21,0.09608619660139084,0.09652292654177094,0.09608619660139084,0.09608619660139084,28537600,0.0,0.0
1981-04-22,0.09958000481128693,0.10001673471663428,0.09958000481128693,0.09958000481128693,18995200,0.0,0.0
1981-04-23,0.10220036655664444,0.10263709648608663,0.10220036655664444,0.10220036655664444,58016000,0.0,0.0
1981-04-24,0.10220038333291405,0.10220038333291405,0.10132693499326706,0.10132693499326706,35056000,0.0,0.0
1981-04-27,0.10089017369088088,0.10089017369088088,0.1004534438252449,0.1004534438252449,38528000,0.0,0.0
1981-04-28,0.09914327334405434,0.09914327334405434,0.09870654344558716,0.09870654344558716,32188800,0.0,0.0
1981-04-29,0.09783308285919269,0.09783308285919269,0.0973963588476181,0.0973963588476181,13641600,0.0,0.0
1981-04-30,0.09914328902959824,0.10001674896472344,0.09914328902959824,0.09914328902959824,12611200,0.0,0.0
1981-05-01,0.09914328902959824,0.10001674896472344,0.09914328902959824,0.09914328902959824,16553600,0.0,0.0
1981-05-04,0.09914327334405434,0.09914327334405434,0.09870654344558716,0.09870654344558716,14448000,0.0,0.0
1981-05-05,0.09870654591065836,0.09870654591065836,0.09826982766389847,0.09826982766389847,17539200,0.0,0.0
1981-05-06,0.09608618999759852,0.09608618999759852,0.09564946591854095,0.09564946591854095,18950400,0.0,0.0
